Exposure	Outcome	ivw_Estimate	ivw_Pvalue	ivw_CILower	Pearson_E	Pearson_P
RAB34pS241	DEGS2	3.441333946	5.25E-05	1.773602242	0.641994549	0.062299906
RAB34pS241	DTD1	1.511172817	6.36E-09	1.001126033	0.636813444	0.000819687
RAB34pS241	LTV1	-1.824295977	9.58E-08	-2.494568979	-0.90721308	0.001860703
RAB34pS241	TENT2	-1.57128496	2.81E-07	-2.170916349	-0.890972415	0.001264615
RAB34pS241	ENSG00000270495	1.909355927	7.26E-06	1.075152318	0.691347774	0.026807485
RAB34pS241	SLC35C1	1.890954739	2.96E-05	1.003505019	0.531963534	0.041239731
ZDHHC5pS274	APOB	1.584419489	3.80E-06	0.912520165	0.502841374	0.095658893
NBASpS473	CASP14	-9.976271942	1.05E-11	-12.85212339	-0.682204691	0.010202833
NBASpS473	DGKH	-4.71960006	2.25E-15	-5.886534198	-0.754886149	0.030380194
NBASpS473	ZMYM1	-9.566656187	4.16E-06	-13.64002877	-0.374442571	0.207482439
NBASpS473	ZNF460	-2.829860287	2.80E-05	-4.15398348	-0.770184647	0.015174841
TNKS1BP1pS1666	CCDC92	-3.671956691	8.71E-06	-5.290375183	-0.560667022	0.00819632
TNKS1BP1pS1666	DHX33	2.151072002	2.02E-06	1.263748479	0.678331501	0.031071246
ZNF106pS1279	AMZ2	1.500704328	2.02E-06	0.881625332	0.667137576	0.070715445
ZNF106pS1279	CREBBP	-1.779486095	4.49E-06	-2.539801448	-0.42067497	0.197621295
ZNF106pS1279	MERTK	1.730373343	1.93E-05	0.936609158	0.599532132	0.116199638
ZNF106pS1279	NFX1	-1.876207903	6.09E-06	-2.68920993	-0.545639843	0.053753409
ZNF106pS1279	POF1B	3.347303111	2.05E-06	1.965614337	0.512319324	0.088574587
ZNF106pS1279	TTYH3	1.400200266	3.79E-05	0.734108428	0.71118803	0.002951181
SENP3pS169	ATXN10	0.76211409	3.83E-05	0.399330882	0.473336064	0.007156775
SENP3pS169	C1orf50	0.845348959	1.15E-05	0.467613557	0.422453501	0.025122239
SENP3pS169	COMMD4	0.817658258	3.48E-07	0.503134968	0.421139473	0.018305945
SENP3pS169	CRIP2	0.74450658	1.02E-05	0.413776571	0.467489376	0.008007959
SENP3pS169	CSRP1	0.560114558	2.96E-05	0.297259649	0.496528501	0.004494564
SENP3pS169	DCTPP1	1.291297116	3.39E-09	0.863177878	0.569123334	0.00157444
SENP3pS169	ENAH	0.815332854	1.20E-08	0.534972582	0.513717282	0.003117226
SENP3pS169	DENND10	0.780410686	5.65E-11	0.546987979	0.639100704	0.000108859
SENP3pS169	FBLIM1	0.978526637	4.55E-06	0.560197326	0.357396148	0.048397021
SENP3pS169	GATAD2B	1.03733173	1.14E-05	0.574148022	0.231998175	0.209170994
SENP3pS169	HLA-F	-1.172894783	7.96E-06	-1.687597503	-0.307099803	0.098790128
SENP3pS169	IRF2BPL	0.935663326	5.62E-07	0.569182641	0.440527395	0.013127857
SENP3pS169	KLHL26	-2.271843352	1.27E-09	-3.005259324	-0.580048867	0.037699968
SENP3pS169	MSMO1	1.210618822	9.41E-11	0.84423031	0.705443219	2.76E-05
SENP3pS169	MUC1	0.917458552	1.10E-05	0.508437093	0.537542051	0.001817541
SENP3pS169	NCDN	0.822425334	3.78E-05	0.431208723	0.601565384	0.000556807
SENP3pS169	NHLRC2	0.61417191	1.81E-05	0.333375199	0.62607198	0.000165079
SENP3pS169	PAF1	0.692079455	2.67E-05	0.369119657	0.566408445	0.000894741
SENP3pS169	PDLIM2	0.840259121	1.55E-05	0.459125538	0.382239604	0.033829666
SENP3pS169	PPP2R5A	0.968474074	1.92E-08	0.630676089	0.58771146	0.000508058
SENP3pS169	RAB13	0.645685359	6.46E-07	0.391406632	0.602612365	0.000333916
SENP3pS169	RGS3	-1.37516213	1.68E-06	-1.938066777	-0.600684164	0.003983322
SENP3pS169	ROCK1	0.412881929	3.31E-05	0.217932511	0.487820769	0.005372276
SENP3pS169	ST3GAL4	-2.004639664	7.93E-06	-2.884209351	0.271436626	0.327774386
SENP3pS169	TBCD	0.596233604	1.21E-05	0.329123667	0.572849198	0.000757082
SENP3pS169	TBL1XR1	0.626966055	3.75E-06	0.361244298	0.367381588	0.042036567
SENP3pS169	UGDH	1.100872319	2.67E-06	0.641244837	0.35518134	0.049906487
SENP3pS169	UTP23	-0.935614658	2.19E-05	-1.367604173	-0.580575231	0.011527758
SENP3pS181	ATXN10	0.755936826	2.91E-05	0.401494782	0.495798428	0.010001636
SENP3pS181	C1orf50	0.838497039	7.26E-06	0.472151834	0.456744352	0.024854201
SENP3pS181	COMMD4	0.811030783	2.99E-07	0.500813168	0.435197067	0.026281675
SENP3pS181	DCTPP1	1.280830593	7.70E-10	0.87269915	0.608428398	0.001607065
SENP3pS181	ENAH	0.808724228	1.16E-08	0.530941365	0.520741759	0.006381468
SENP3pS181	DENND10	0.774085119	2.95E-12	0.55671953	0.687833489	0.000103127
SENP3pS181	FBLIM1	0.970595255	7.04E-06	0.547143527	0.335948094	0.093360943
SENP3pS181	GATAD2B	1.028923707	2.70E-05	0.548466809	0.167983827	0.412056699
SENP3pS181	HLA-F	-1.163387963	2.40E-06	-1.646806347	-0.392389234	0.052364566
SENP3pS181	IPO11	1.01684019	1.68E-05	0.553739329	0.419087679	0.041506623
SENP3pS181	IRF2BPL	0.928079369	3.35E-07	0.571583568	0.469680665	0.015481481
SENP3pS181	KIAA0513	0.896682308	4.83E-05	0.464183899	0.680822318	0.001333404
SENP3pS181	KLHL26	-2.253429078	3.76E-09	-3.002709869	-0.55742033	0.07481766
SENP3pS181	LRRC40	0.739193203	2.70E-05	0.394000068	0.31510062	0.116897091
SENP3pS181	MAFK	-1.178701416	2.60E-05	-1.727984257	-0.40896408	0.211700588
SENP3pS181	MSMO1	1.200806232	3.54E-11	0.845406784	0.720816813	0.000104424
SENP3pS181	MUC1	0.910022153	7.61E-06	0.51152055	0.559978508	0.002930916
SENP3pS181	NCDN	0.815759221	8.75E-06	0.456137206	0.688235656	0.000201184
SENP3pS181	NHLRC2	0.609193781	1.63E-05	0.332227024	0.630339446	0.000557344
SENP3pS181	PAF1	0.686469852	2.20E-05	0.369432293	0.578650627	0.001955814
SENP3pS181	PDLIM2	0.833448457	2.39E-05	0.446846174	0.355126828	0.075028773
SENP3pS181	PPP2R5A	0.960624172	3.23E-08	0.62006627	0.574798656	0.002130177
SENP3pS181	RAB13	0.640451799	6.51E-07	0.388158817	0.602480574	0.00112577
SENP3pS181	RGS3	-1.364015845	1.92E-06	-1.925422107	-0.59451491	0.009265253
SENP3pS181	ROCK1	0.409535342	2.86E-05	0.217704667	0.500106269	0.009276349
SENP3pS181	ST3GAL4	-1.988391191	2.51E-07	-2.744119433	-0.074585441	0.817804543
SENP3pS181	TBCD	0.591400873	1.36E-05	0.324934216	0.565446383	0.00260985
SENP3pS181	TBL1XR1	0.621884224	4.22E-06	0.356917719	0.367304899	0.064905294
SENP3pS181	UGDH	1.091949272	5.91E-06	0.619474266	0.312338786	0.120315084
SENP3pS181	UTP23	-0.928031096	3.72E-05	-1.369043893	-0.542866229	0.036518064
ZNF768pS125	BUD13	-1.876037134	3.36E-11	-2.430643192	-0.739981144	0.009223951
ZNF768pS125	CRYBG3	-2.873434346	5.28E-07	-3.996225691	-0.638252371	0.010451556
ZNF768pS125	UTP25	-1.863750186	1.54E-05	-2.708832592	-0.799080812	0.000606612
ZNF768pS125	FEZ2	1.899621089	1.91E-06	1.117892086	0.783393935	0.012508419
ZNF768pS125	IRAK1	-1.973382376	1.07E-05	-2.851779562	-0.477344084	0.116577061
ZNF768pS125	KIF4A	-3.144659965	4.65E-11	-4.08111217	-0.821571713	0.006604143
ZNF768pS125	MNAT1	-1.385671448	6.12E-06	-1.98622133	-0.841978896	0.000591399
ZNF768pS125	STON2	-2.695172581	7.57E-06	-3.875046635	-0.469880029	0.170593614
ZNF768pS125	TSEN34	-2.035432488	9.09E-06	-2.9343961	-0.643969113	0.017532747
ZNF768pS125	TSR2	-2.057683892	3.60E-05	-3.033730476	-0.534969076	0.137787976
ZNF768pS125	TTC5	-2.410772514	8.03E-08	-3.291233965	-0.696773594	0.003895945
RANBP3pS108	HIGD2A	-1.992102586	4.33E-06	-2.841810443	-0.747359435	0.003319771
RANBP3pS108	RABGEF1	-1.297582249	3.15E-05	-1.908566248	-0.477226144	0.084422884
RANBP3pS108	SENP8	2.005240553	2.32E-06	1.173234408	0.801281704	0.005326303
RANBP3pS108	SHROOM4	-2.845712247	2.77E-06	-4.035689619	-0.678885026	0.064123401
SORBS3pS530	ABCF2	-1.467155402	4.76E-06	-2.095701674	-0.613947317	2.12E-06
SORBS3pS530	CDK9	-1.857141685	8.57E-06	-2.67504321	-0.507259572	0.000170171
SORBS3pS530	CPSF7	-1.618369448	1.02E-05	-2.337197097	-0.475242851	0.000487401
SORBS3pS530	DDX21	-1.114059715	4.64E-05	-1.65014781	-0.626905091	1.11E-06
SORBS3pS530	DMTN	2.830165597	5.02E-06	1.614722427	0.518916831	0.002342013
SORBS3pS530	ESRP2	-2.660050706	1.26E-07	-3.646540074	-0.632463276	9.16E-06
SORBS3pS530	GNL3	-1.314902688	1.81E-05	-1.916049914	-0.594179644	5.39E-06
SORBS3pS530	GTF2F1	-1.782194027	3.42E-05	-2.625188521	-0.492827578	0.000372853
SORBS3pS530	KLC1	-1.013641845	4.99E-05	-1.503454578	-0.489625159	0.000307705
SORBS3pS530	MAMDC2	3.033474009	5.32E-06	1.727235155	0.59857595	7.00E-06
SORBS3pS530	MFSD3	-3.703088855	5.44E-05	-5.501354399	-0.671691554	0.068114749
SORBS3pS530	NT5C3B	3.92191903	1.18E-05	2.167699202	0.459591364	0.027361002
SORBS3pS530	PTPN12	-1.378210278	1.70E-05	-2.006278348	-0.505055353	0.000214717
SORBS3pS530	SLC4A1	2.616820609	5.39E-06	1.489313541	0.566160292	1.82E-05
SORBS3pS530	SPTA1	3.87391983	7.43E-06	2.179438617	0.524732412	9.16E-05
SORBS3pS530	SPTB	2.923111284	4.12E-05	1.526001268	0.514655956	0.000131447
SORBS3pS530	UBAP2L	-1.394653218	1.06E-06	-1.95470613	-0.612305807	2.30E-06
SORBS3pS530	UBXN1	-1.43341822	2.08E-05	-2.093563659	-0.605953306	3.11E-06
SLC38A10pS802	BLNK	-0.065566693	1.20E-05	-0.094917009	-0.453107078	0.259544225
SLC38A10pS802	CCDC8	-3.77332917	1.18E-05	-5.461406377	-0.732131157	0.024911582
SLC38A10pS802	LIN9	-2.686836342	2.40E-07	-3.706276808	-0.742658877	0.034805772
SLC38A10pS802	LRRC42	-5.166341228	4.10E-29	-6.070476655	-0.901008283	0.002248652
SLC38A10pS802	MRS2	-3.811672864	2.14E-08	-5.145589747	-0.767468132	0.015766547
SLC38A10pS802	POLR2D	-1.622444926	6.43E-06	-2.327258686	-0.546053049	0.001799349
SLC38A10pS802	RNF20	-1.773153659	5.05E-05	-2.630558889	-0.579563202	0.000633738
UBN1pS493	CNOT8	-1.743228847	3.85E-06	-2.482844482	-0.630890967	0.093485877
UBN1pS493	GDPGP1	1.665403286	4.85E-06	0.951363283	0.695506393	0.001935164
UBN1pS493	ITPA	1.699929934	1.07E-05	0.943130662	0.351058264	0.140555945
UBN1pS493	PLBD2	1.176465905	9.79E-07	0.70549323	0.478006504	0.038451118
UBN1pS493	RHOB	1.520887348	6.76E-06	0.858616498	0.495952452	0.030805826
UBN1pS660	ADAP2	-1.04184369	1.44E-06	-1.465566191	-0.510932009	0.108243814
UBN1pS660	DEPDC5	-1.675136851	1.95E-05	-2.443974542	-0.628606775	0.038308129
UBN1pS660	DHRS2	-1.0194748	5.57E-07	-1.418666471	-0.700786781	0.035472657
UBN1pS660	SPP1	1.485569938	1.36E-05	0.81615095	0.632812094	0.049567278
UBN1pS660	TBC1D10C	-0.995440399	3.90E-05	-1.469780575	-0.658833461	0.014326565
RPRD1BpS132	DBR1	-0.704174238	9.16E-06	-1.015285864	-0.846447694	0.000263386
RPRD1BpS132	DDX59	-1.05471756	2.26E-07	-1.454051317	-0.697164825	0.03685288
RPRD1BpS132	FAIM	-1.059798324	1.07E-08	-1.422956538	-0.529612332	0.076579917
RPRD1BpS132	MCM2	-1.498918091	9.67E-06	-2.162926992	-0.581710638	0.037025563
RPRD1BpS132	MCM3	-1.134875401	8.86E-06	-1.63547693	-0.667256516	0.012717834
RPRD1BpS132	MCM4	-1.528488609	1.03E-05	-2.207762271	-0.610536328	0.026672314
RPRD1BpS132	MCM6	-1.416037343	2.21E-05	-2.07027625	-0.590663164	0.033542255
RPRD1BpS132	MCM7	-1.398564897	1.11E-05	-2.02230616	-0.633473495	0.02009999
RPRD1BpS132	PDS5A	-0.468034539	6.48E-07	-0.652376314	-0.756416519	0.002768062
RPRD1BpS132	POLD1	-0.910723642	5.08E-05	-1.351261231	-0.515953072	0.085955341
RPRD1BpS132	RBBP7	-0.506584778	5.03E-06	-0.724153379	-0.737750915	0.003994469
RPRD1BpS132	RFC1	-0.905156495	8.84E-06	-1.304380214	-0.618311433	0.024289381
RPRD1BpS132	RFC3	-0.879803057	3.47E-07	-1.218201002	-0.56580039	0.04385348
RPRD1BpS132	RRM1	-1.105788839	1.71E-05	-1.609855692	-0.675017292	0.01135986
RPRD1BpS132	SMC4	-1.087237482	8.35E-06	-1.565449796	-0.669693015	0.024181809
RAI14pS667	CCDC82	-5.148955614	1.44E-08	-6.929365251	-0.671849298	0.016715093
RAI14pS667	PLA2G6	9.288730192	1.64E-05	5.063428742	0.455570749	0.217821104
TJP2pS1067	LTV1	-1.49489876	5.35E-06	-2.138750688	-0.857757523	0.006449218
TJP2pS1067	RASA3	0.848869731	1.80E-05	0.460909734	0.611512265	0.020138738
LIMD1pS384	APPL1	0.435834416	2.77E-05	0.23202743	0.276460259	0.146566546
LIMD1pS384	FBXL17	1.457005141	4.45E-05	0.757550669	0.811607272	0.014443114
LIMD1pS384	HMCES	-0.857868441	8.50E-06	-1.235531766	-0.521952814	0.038093823
LIMD1pS384	IGKV4-1	-1.039448035	1.05E-05	-1.501876541	-0.588021317	0.001581929
LIMD1pS384	KLHL26	-1.781996161	2.91E-05	-2.617529634	-0.777934529	0.013568722
LIMD1pS384	MBIP	1.380404299	1.05E-05	0.76631611	0.453311455	0.067629854
LIMD1pS384	NKAP	-0.704849137	6.89E-07	-0.983127519	-0.600117301	0.01802167
LIMD1pS384	TNFRSF6B	1.343612273	8.24E-06	0.753004417	0.486609903	0.108656433
LIMD1pS384	TRIM16	-1.720440601	3.27E-05	-2.532272775	-0.451867009	0.04548491
GREM1pS77	CTDSPL2	1.560027163	3.35E-05	0.822930451	0.399730763	0.017355268
GREM1pS77	DLG2	2.676429167	1.59E-06	1.58357416	0.408053884	0.116642882
GREM1pS77	ERICH5	4.089957888	5.55E-08	2.614426993	0.731687112	0.025044467
GREM1pS77	IMMP2L	2.079406515	8.08E-08	1.319804313	0.836649956	0.009605393
GREM1pS77	KAT6A	2.460800831	1.87E-05	1.333851543	0.536306481	0.006901295
GREM1pS77	PWWP3A	1.806948973	3.75E-14	1.339076903	0.786601413	0.020572458
GREM1pS77	PZP	-3.425182251	8.99E-06	-4.937100037	-0.418901251	0.175290421
GREM1pS77	RBP5	-2.194844834	4.29E-09	-2.927359617	-0.758521664	0.010984199
NDRG3pS331	KLHL26	-2.909460132	1.34E-06	-4.089048415	-0.33389062	0.190271035
BAZ1BpS1342	IGHV4-4	-2.053320897	1.21E-08	-2.759547016	-0.808429667	0.008354151
BAZ1BpS1342	MLPH	1.504440987	4.88E-05	0.778394994	0.356187808	0.062831189
BAZ1BpS1342	SHROOM4	-1.952175669	6.76E-06	-2.802232748	-0.639289144	0.025205544
BAZ1BpS1342	TRAF3IP1	-1.803195525	1.95E-05	-2.630851951	-0.542374857	0.055494807
BAZ1BpS1342	TYSND1	-1.745986972	2.29E-05	-2.554077877	-0.330537413	0.248392173
DBNLpS232	COMMD4	0.550456922	2.57E-06	0.321039718	0.722433949	0.005283619
DBNLpS232	DDI2	0.611175235	2.96E-05	0.324384067	0.261331993	0.38844671
DBNLpS232	EPPK1	1.312250613	3.01E-07	0.810220956	0.385988618	0.192689258
DBNLpS232	CYRIA	0.76522587	4.10E-06	0.439618331	0.52615245	0.078885207
DBNLpS232	FAM98B	0.36047556	3.51E-05	0.189719606	0.701360571	0.00755366
DBNLpS232	IFT20	0.516567576	1.61E-05	0.281797228	0.720787643	0.012326755
DBNLpS232	LIMS1	0.499848956	2.63E-07	0.309552229	0.735594049	0.004159505
DBNLpS232	NDRG2	0.830829079	2.44E-05	0.444988421	0.699850552	0.007740977
DBNLpS232	NSMCE4A	0.728759451	1.04E-05	0.404765489	0.423898387	0.148875372
DBNLpS232	PRCP	0.575067569	2.18E-07	0.357615076	0.607045156	0.027796529
DBNLpS232	RECQL5	-0.783350891	1.78E-07	-1.077400489	-0.771475745	0.005421462
DBNLpS232	UTP23	-0.688906484	1.18E-06	-0.9668034	-0.778332793	0.008004468
DBNLpS232	ZZEF1	0.746718598	4.88E-05	0.386339209	0.173166132	0.571562732
ACIN1pS243	EVA1C	-3.921289093	3.61E-05	-5.78183448	-0.209269539	0.588933059
ACIN1pS243	FAM83E	-2.173742525	3.80E-05	-3.208025642	-0.110719578	0.776735445
ACIN1pS243	KBTBD4	1.289955572	6.50E-07	0.781821899	0.669500169	0.069359038
ACIN1pS243	KLHL26	-2.535376377	1.70E-05	-3.690707045	-0.887250736	0.001416911
ACIN1pS243	NFAT5	-1.600941429	3.65E-06	-2.278586444	-0.385465468	0.305582908
ACIN1pS243	PPP2R5A	0.854615149	3.41E-05	0.450445241	0.529798143	0.003118708
ACIN1pS243	TAOK3	-0.543655438	4.41E-05	-0.80452092	-0.470502758	0.010001146
ASAP1pS839	AKR1C3	1.169143252	4.81E-05	0.605355634	0.225978234	0.247566507
ASAP1pS839	BCAS3	-1.259986665	1.48E-05	-1.830088347	0.001367296	0.994824592
ASAP1pS839	DENND10	0.398539951	6.32E-08	0.254144203	0.757505928	1.96E-06
ASAP1pS839	FPGT	0.885765719	5.23E-09	0.588475641	0.66127924	9.40E-05
ASAP1pS839	IFT43	-0.771333937	8.45E-06	-1.110791684	-0.329065841	0.426095467
ASAP1pS839	KLHL26	-0.913401675	4.15E-06	-1.302251181	-0.674807089	0.032300521
ASAP1pS839	SRGAP2	-0.680827842	4.44E-05	-1.007636236	-0.48816366	0.007218164
ASAP1pS839	ZNF280C	-1.217738282	2.71E-05	-1.786516112	-0.08062343	0.813708329
CTNND1pS230	METTL3	1.751867564	1.15E-05	0.969296016	0.435604751	0.004962429
CTNND1pS230	NBEA	2.682225575	3.72E-05	1.407464712	0.629191549	0.0017062
CTNND1pS230	WDR61	0.642328335	1.52E-06	0.380542912	0.575052567	0.000103908
SYNPO2pS906	GAB1	-1.94932375	1.47E-06	-2.74267349	-0.62330594	0.00194112
MAPK8IP3pS365	EXT1	0.460915427	1.80E-05	0.250244	0.529522316	0.177127394
SRRM2pS2100	CLDN4	-1.950238176	5.17E-06	-2.788877915	-0.416231579	0.305020313
SRRM2pS2100	NFYB	0.977829133	2.28E-10	0.675596964	0.808698851	0.004618543
SRRM2pS2100	COP1	-1.623784497	1.02E-05	-2.345088291	-0.607506912	0.047427527
SRRM2pS2100	SPART	0.899584184	2.63E-05	0.480153944	0.606363713	0.005918236
MAP3K2pS331	IGKV2-30	-2.189646313	1.30E-05	-3.173989937	-0.624368185	0.072275864
MAP3K2pS331	MSMO1	0.666634554	5.01E-05	0.344421024	0.540289145	0.000972226
MAP3K2pS331	PIK3IP1	1.148643896	1.43E-05	0.629832054	0.625592438	0.016717844
SIT1pS102	ATF7IP	-1.947489014	3.77E-05	-2.873756644	-0.627214169	0.021758402
SIT1pS102	CDK5RAP2	3.26583867	1.68E-05	1.778446841	0.370517527	0.118384946
SIT1pS102	IKZF1	-2.363845657	4.12E-05	-3.493685219	-0.623093586	0.022904226
SIT1pS102	MEST	1.992719597	1.36E-06	1.184267443	0.448542076	0.054080089
TSC22D4pS279	ADSS2	0.621088725	3.77E-08	0.399806673	0.501026242	0.017536688
TSC22D4pS279	AMDHD2	0.466283271	3.07E-05	0.247011141	0.786202787	1.44E-05
TSC22D4pS279	C9orf64	0.747607015	8.20E-06	0.419061776	0.33433513	0.128313451
TSC22D4pS279	CCDC92	-1.411416709	1.83E-05	-2.056987163	-0.647690722	0.022768444
TSC22D4pS279	COMMD4	0.438851232	2.63E-06	0.255746755	0.748736576	6.11E-05
TSC22D4pS279	COPG2	0.455045137	3.44E-06	0.262951193	0.630721111	0.001649254
TSC22D4pS279	COPS8	0.338421556	2.36E-06	0.19788038	0.64568277	0.001172011
TSC22D4pS279	EPM2AIP1	0.638695173	2.77E-07	0.395063191	0.774396644	2.34E-05
TSC22D4pS279	ESD	0.428553906	1.69E-06	0.253091305	0.49116071	0.020272619
TSC22D4pS279	F13B	-0.902508319	2.37E-06	-1.277369537	-0.587029452	0.057609283
TSC22D4pS279	FAH	0.688169652	1.50E-05	0.376580381	0.555087282	0.007328121
TSC22D4pS279	DENND10	0.506002291	1.33E-14	0.37725525	0.851444898	5.04E-07
TSC22D4pS279	FTO	0.65761632	2.10E-11	0.465204542	0.729693484	0.000116179
TSC22D4pS279	GGACT	-0.778722766	8.68E-06	-1.121890894	-0.478690582	0.028143102
TSC22D4pS279	HSD11B1	-0.776571446	5.65E-07	-1.080814928	-0.581155436	0.023081196
TSC22D4pS279	HSPA1B	0.254493494	5.20E-08	0.162873003	0.805516912	6.09E-06
TSC22D4pS279	IAH1	0.541790811	1.81E-07	0.338294937	0.672340374	0.000608701
TSC22D4pS279	IRF2BPL	0.53858588	5.42E-05	0.277082651	0.508813307	0.015594813
TSC22D4pS279	KLHL26	-2.156803473	4.80E-14	-2.717643152	-0.738663165	0.023010147
TSC22D4pS279	LSM5	0.573690199	6.32E-07	0.347958012	0.709113466	0.000319309
TSC22D4pS279	MPI	0.628388946	7.82E-08	0.399087139	0.56447577	0.006204872
TSC22D4pS279	MSMO1	0.746034795	5.45E-09	0.495347502	0.691923089	0.0005109
TSC22D4pS279	NAE1	0.524427782	1.53E-07	0.328611929	0.695337034	0.000327651
TSC22D4pS279	NHLRC2	0.448034797	1.38E-05	0.246049998	0.660553877	0.000819553
TSC22D4pS279	NPEPPS	0.321798567	4.83E-05	0.166599381	0.483486934	0.022629708
TSC22D4pS279	PAF1	0.525845632	1.51E-08	0.343750851	0.823492039	4.52E-06
TSC22D4pS279	PAFAH1B2	0.38763836	1.06E-05	0.215184551	0.498910735	0.018096661
TSC22D4pS279	PF4	-0.815118326	4.86E-05	-1.208387192	-0.546321236	0.043248969
TSC22D4pS279	PPM1A	0.552573641	2.53E-06	0.322411185	0.351480291	0.108709399
TSC22D4pS279	PPM1B	0.524404599	2.33E-05	0.281486427	0.595305994	0.003468275
TSC22D4pS279	PPME1	0.563642854	3.30E-05	0.297539051	0.585803958	0.004174406
TSC22D4pS279	PPP2R5A	0.609139227	4.20E-08	0.391368689	0.748759737	6.10E-05
TSC22D4pS279	PPP2R5E	0.494734179	2.17E-06	0.290014754	0.600733459	0.003111967
TSC22D4pS279	PPP4R2	0.70085815	3.90E-05	0.366927417	0.457671773	0.032212588
TSC22D4pS279	PPP5C	0.457576693	4.11E-10	0.314077986	0.701388462	0.000275788
TSC22D4pS279	RGS3	-0.753674468	1.70E-06	-1.062321433	-0.83846681	0.000656007
TSC22D4pS279	RNPEP	0.419518527	2.02E-06	0.246451085	0.605061687	0.002850335
TSC22D4pS279	TKT	0.416937968	4.72E-05	0.216101024	0.485044084	0.022134482
TSC22D4pS279	UCHL1	0.84250178	2.99E-05	0.446935267	0.58981817	0.003862701
TSC22D4pS279	VARS1	0.305359692	9.58E-07	0.183217717	0.547404967	0.008367769
TSC22D4pS279	VPS36	0.586297995	1.01E-06	0.351293096	0.640223271	0.00133032
PPP6R2pS289	FHIP1B	-0.696670617	2.38E-05	-1.019814574	-0.729414446	0.000891
PPP6R2pS289	PPP2R3A	-0.993292219	5.43E-06	-1.421399064	-0.6887574	0.058876652
EPN1pS435	AAGAB	-2.12046625	6.55E-09	-2.836773718	-0.586733944	0.016886969
EPN1pS435	CDH1	0.896423936	7.87E-06	0.503250679	0.578579214	0.001009437
EPN1pS435	KLHL26	-2.564185749	6.52E-08	-3.494193677	-0.517210352	0.070284702
EPN1pS435	RFK	-2.133478795	4.12E-05	-3.153195436	-0.366632357	0.33178852
KBTBD11pS107	ABHD17C	2.45669508	3.30E-05	1.29697527	0.740970722	0.035445921
KBTBD11pS107	ABL1	-2.085759797	1.89E-06	-2.943714965	-0.642309147	0.024308763
KBTBD11pS107	DTX2	1.582969168	8.22E-06	0.887236981	0.327948996	0.354915711
KBTBD11pS107	METRNL	-2.153717928	7.79E-07	-3.008137655	-0.849087285	0.001883579
KBTBD11pS107	PON2	0.811948115	3.00E-05	0.430603164	0.681547666	0.003643312
CEP152pS1461	WDR61	0.308596206	7.01E-06	0.173988329	0.572222204	0.001464031
TJP3pS346	ATP1B2	1.63589066	9.93E-06	0.910287822	0.563713731	0.089670279
TJP3pS346	RTP4	1.825288578	2.53E-06	1.064979425	0.593363291	0.054314741
TJP3pS346	ZNF414	-1.279629379	3.84E-12	-1.640856978	-0.733260006	0.038460986
EPN2pS173	AGPAT2	2.00580469	1.77E-05	1.089980999	0.55738669	0.002524347
EPN2pS173	PIAS1	2.493673811	9.64E-06	1.389147802	0.318092444	0.159950749
EPN2pS173	RGS3	-3.153920417	4.42E-09	-4.207411548	-0.691148991	0.002122344
SVILpS914	AMDHD2	1.016952511	1.59E-07	0.636707417	0.523229336	0.007276208
SVILpS914	CDC27	1.23091889	1.15E-05	0.680951073	0.581317303	0.003623564
SVILpS914	CEP97	1.3512217	2.85E-05	0.718421346	0.655720589	0.020603828
SVILpS914	COMMD4	0.662207734	4.88E-05	0.34261078	0.556752175	0.003844519
SVILpS914	FHIP1B	-1.872847377	1.57E-08	-2.522148787	-0.620608654	0.01031028
SVILpS914	DENND10	0.66397293	6.08E-08	0.423708288	0.740156362	2.34E-05
SVILpS914	FTO	0.826789207	2.72E-05	0.440571054	0.482766752	0.014511639
SVILpS914	ING5	-1.550519278	4.62E-07	-2.153332851	-0.571059377	0.108265821
SVILpS914	KIAA0513	0.797818038	5.98E-06	0.452397303	0.653038536	0.006091877
SVILpS914	KLHL26	-2.61392513	4.00E-19	-3.187190975	-0.822697101	0.012147129
SVILpS914	LRSAM1	1.099083234	1.20E-11	0.781389719	0.664214782	0.000400703
SVILpS914	MSMO1	0.755327194	3.36E-06	0.43678357	0.698104983	0.000302972
SVILpS914	NAE1	0.767893115	2.00E-06	0.451242647	0.616844187	0.001022699
SVILpS914	PPP2R5A	0.897628056	2.15E-06	0.52637132	0.620339013	0.000939114
SVILpS914	RANBP3	0.639186735	2.07E-05	0.344889109	0.39443042	0.051042657
SVILpS914	RGS3	-1.582226542	2.87E-06	-2.244888012	-0.577452049	0.038771644
SVILpS914	TBCD	0.768185484	5.44E-08	0.491230972	0.609993694	0.001205289
SVILpS914	TBL1XR1	0.602100279	3.19E-06	0.348752055	0.566078389	0.003181281
SVILpS914	UBE2K	1.155380267	2.19E-08	0.750709084	0.578055579	0.002474151
SVILpS914	UTP23	-1.076494409	1.47E-06	-1.514650017	-0.708007481	0.002148251
SVILpS914	VPS36	0.797474963	1.01E-05	0.443433785	0.648507035	0.000454532
SVILpS914	WDR61	0.342791062	4.87E-06	0.195780867	0.68113642	0.000178126
SVILpS261	AMDHD2	1.801787307	1.89E-05	0.976138311	0.362448577	0.013308494
SVILpS261	FHIP1B	-3.318220464	2.18E-06	-4.691460984	-0.502384073	0.00397612
